address,avg_chads,most_common_chadvolution,opt_in?,whitelists,latest_snapshot_chads,latest_snapshot_chadvolution,all_chads_snaphsots,all_chadvolution_snapshots
0xf1c1cdf8a84a5e042eb2213623adaec37fe21eb6,1955060.6295965617,CHAD MACHINA,Yes,3,1954588.257314653,CHAD MACHINA,[1915658.5884287425, 1923449.8123286571, 1930700.7817976684, 1935554.361500881, 1939124.5907804172, 1932127.2561389862, 1933939.9320607032, 1950221.0280916588, 1954322.3248257674, 1955125.618766136, 1962374.1916857262, 1995058.5666299954, 1989105.904474569, 1989193.3457498774, 1988856.4746805981, 1985545.5882058826, 1956144.7092771903, 1954588.257314653],['CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA', 'CHAD MACHINA']
0x214218bc7140e91bf0436a9f3045a9075d3b473b,19340.475042033166,SUPER CHAD,No,0,19340.47504203316,SUPER CHAD,[19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316, 19340.47504203316],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xa687fb58dd1feaba51170e2835bec4311871068c,19312.542062201122,SUPER CHAD,No,0,19312.54206220112,SUPER CHAD,[19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112, 19312.54206220112],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xfce9f37f4f554419e9c370c9e6c67bd0020bf577,19108.344102290335,SUPER CHAD,No,0,19108.34410229033,SUPER CHAD,[19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033, 19108.34410229033],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xdcfe447812a20a59cea49204ee6137f018996155,19087.52507862575,SUPER CHAD,No,0,19087.525078625746,SUPER CHAD,[19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746, 19087.525078625746],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x8c953f1f649ba2af008104ab427f5318c5c7c7ed,19056.01470533678,SUPER CHAD,No,0,19033.166998705685,SUPER CHAD,[17150.216436159364, 17527.062421370894, 17877.77737557955, 18112.535360789, 18285.22024156782, 17946.773098900856, 18034.44862361476, 18821.93281774449, 19020.304373775223, 19059.158102054786, 19409.75713994028, 20990.635270914016, 20702.716856116924, 20706.94621647995, 20690.652433677304, 20530.511447932902, 19108.449480738214, 19033.166998705685],['MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xfe1ac70318c4b24f451420e0a174d31fb15229bb,18877.759496130875,SUPER CHAD,No,0,18855.125513239418,SUPER CHAD,[16989.788588782758, 17363.109452872643, 17710.543722819617, 17943.105717187675, 18114.175256037663, 17778.894041144904, 17865.749424856516, 18645.86727497668, 18842.38320884467, 18880.873488650348, 19228.192926587377, 20794.283088181197, 20509.057941523195, 20513.2477392847, 20497.106373013383, 20338.46339014931, 18929.703782203702, 18855.125513239418],['MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x8198af5b1476f88592b93cd04beeb5d4d32790ee,18877.741275910354,SUPER CHAD,No,0,18877.741275910357,SUPER CHAD,[18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357, 18877.741275910357],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x02545b85e05caaa08201215bb37511a7f4bc874f,18802.67619835973,SUPER CHAD,Yes,0,28204.01429753959,SUPER CHAD,[28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959, 28204.01429753959],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xa911e9af1747ced514b0596d85504a0501a5fd88,18782.380414754505,SUPER CHAD,No,0,18782.380414754505,SUPER CHAD,[18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505, 18782.380414754505],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x1377bb9b5b26c3422ee332269d37f4cf3fba9b65,18538.70015906911,SUPER CHAD,No,0,18533.607340909308,SUPER CHAD,[18113.892357091117, 18197.89238860077, 18276.067739700502, 18328.39595581156, 18366.887902112958, 18291.4470807588, 18310.99020216013, 18486.522647021182, 18530.740225584068, 18539.40083105109, 18617.550344075902, 18969.932532094102, 18905.754706498883, 18906.697442836008, 18903.065512757028, 18867.36963598932, 18550.388018191323, 18533.607340909308],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xce96c75b5b2252efb6d22770c7d7a3567c4c30f1,18242.2860664327,SUPER CHAD,No,0,18153.1683808216,SUPER CHAD,[18382.3281438216, 18382.3281438216, 18382.3281438216, 18382.3281438216, 18382.3281438216, 18382.3281438216, 18382.3281438216, 18153.1683808216, 18153.1683808216, 18153.1683808216, 18153.1683808216, 18153.1683808216, 18153.1683808216, 18153.1683808216, 18153.1683808216, 18153.1683808216, 18153.1683808216, 18153.1683808216],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x18a168ffc966f1d4b5ef33d38158f182dd30ccdc,17631.752943856416,SUPER CHAD,No,0,17631.752943856423,SUPER CHAD,[17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423, 17631.752943856423],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x3a0b433cdf858a29f3f31426d14dd5264700bd77,17589.699967590186,SUPER CHAD,No,0,1835.508766818089,CHAD,[18765.011192789105, 19177.339466124624, 19561.076316659542, 19817.938160733058, 20006.882348854662, 19636.568397193816, 19732.49909338732, 20594.12960236637, 20811.179018804018, 20853.691056407828, 21237.301076409174, 22967.028274464352, 22652.000630563234, 22656.62821032853, 22638.800271083408, 1835.508766818089, 1835.508766818089, 1835.508766818089],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'CHAD', 'CHAD', 'CHAD']
0xb801bd1f8777fe349578c7fb293aa7b056abd673,17536.960132573902,SUPER CHAD,No,0,17515.956976433878,SUPER CHAD,[15785.021556627531, 16131.443856070357, 16453.844745701033, 16669.650152260354, 16828.393765900903, 16517.27027778219, 16597.867545812514, 17321.77624063959, 17504.132782253386, 17539.8497552894, 17862.144086801418, 19315.394111379475, 19050.720044996742, 19054.60795889162, 19039.62961249383, 18892.417194971385, 17585.161722024666, 17515.956976433878],['MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xe9559ee66dbde59a8036b00eca15962f0d42a9d1,17447.643565266837,SUPER CHAD,Yes,0,0,VIRGIN,[10671.377923100725, 10671.377923100725, 22294.758621646888, 22294.758621646888, 22294.758621646888, 22294.758621646888, 22294.758621646888, 22294.758621646888, 22294.758621646888, 22294.758621646888, 22871.35187108532, 22871.35187108532, 22871.35187108532, 22871.35187108532, 22871.35187108532],['MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xbb35a21de58ae57526000df4916fa09948534671,17387.920278481077,SUPER CHAD,Yes,0,18886.643391363705,SUPER CHAD,[18070.55102482849, 18070.55102482849, 18070.55102482849, 18070.55102482849, 18070.55102482849, 15070.551024828494, 15070.551024828494, 15070.551024828494, 15070.551024828494, 15070.551024828494, 15070.551024828494, 18886.643391363705, 18886.643391363705, 18886.643391363705, 18886.643391363705, 18886.643391363705, 18886.643391363705, 18886.643391363705],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x02b3a173e1b098bee79bdadc8d321dca0030e1d9,17368.366321515638,SUPER CHAD,No,0,17368.366321515638,SUPER CHAD,[17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638, 17368.366321515638],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x170ce88506ee01d6aebb6ee267c550df7a6d4320,17075.965616209145,SUPER CHAD,No,0,17075.96561620915,SUPER CHAD,[17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915, 17075.96561620915],['MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x06231e5926d13ea0851ece3b69cb2f3ca1d72e5b,16111.133131678258,SUPER CHAD,No,0,10000.022020567143,MEGA CHAD,[20000.022020567147, 20000.022020567147, 20000.022020567147, 20000.022020567147, 20000.022020567147, 20000.022020567147, 20000.022020567147, 20000.022020567147, 20000.022020567147, 20000.022020567147, 20000.022020567147, 10000.022020567143, 10000.022020567143, 10000.022020567143, 10000.022020567143, 10000.022020567143, 10000.022020567143, 10000.022020567143],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD']
0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28,15714.30842937406,SUPER CHAD,No,0,20868.386693298977,SUPER CHAD,[5770.745769999102, 5690.046666563513, 11212.626951351203, 21361.984384157106, 21607.03594791093, 21668.76577102609, 21680.85638432798, 21789.956786754945, 22281.89892475235, 22192.30365629426, 21980.872746383746, 21970.042998990877, 21863.604460815688, 20918.42358610624, 20868.386693298977],['MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x8770e81a19ef799e9f39457d1b43b4c786ad5ead,15446.350470836924,SUPER CHAD,No,0,0,VIRGIN,[30892.700941673847, 30892.700941673847, 30892.700941673847, 30892.700941673847, 30892.700941673847, 30892.700941673847, 30892.700941673847, 30892.700941673847, 30892.700941673847],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x0169c224f455256120cbb7043c821de3e02e4217,13333.333333333334,SUPER CHAD,No,0,0,VIRGIN,[20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0, 20000.0],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x9ec3b6956125e34c8abba9b2af721e0a2faaf054,11296.162429541815,SUPER CHAD,No,0,0,VIRGIN,[18484.62943015933, 18484.62943015933, 18484.62943015933, 18484.62943015933, 18484.62943015933, 18484.62943015933, 18484.62943015933, 18484.62943015933, 18484.62943015933, 18484.62943015933, 18484.62943015933],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x183b6267cb9f985a8aa7fc912672a21d644a4102,9909.753266946758,SUPER CHAD,No,0,0,VIRGIN,[16823.891030194838, 17193.56658583377, 17537.608318148345, 17767.899450410947, 17937.298573016753, 17605.291226701018, 17691.298507092644, 18463.798861205163, 18658.395906354675, 18696.510346083487],['MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xf3b387cd539f8d9666817994d058e218e711cb85,151992.70448070005,MEGA CHAD,Yes,0,4860.061421450012,MEGA CHAD,[540369.6501404898, 540369.6501404898, 540369.6501404898, 540369.6501404898, 540369.6501404898, 4860.061421450012, 4860.061421450012, 4860.061421450012, 4860.061421450012, 4860.061421450012, 4860.061421450012, 4860.061421450012],['CHADES', 'CHADES', 'CHADES', 'CHADES', 'CHADES', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD']
0x2e11d52cad922db32eeb3b3315184793ba02749b,85499.69095626687,MEGA CHAD,Yes,0,4857.859870499973,MEGA CHAD,[300997.88362386083, 300997.88362386083, 300997.88362386083, 300997.88362386083, 300997.88362386083, 4857.859870499973, 4857.859870499973, 4857.859870499973, 4857.859870499973, 4857.859870499973, 4857.859870499973, 4857.859870499973],['THETA CHAD', 'THETA CHAD', 'THETA CHAD', 'THETA CHAD', 'THETA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD']
0x92ceb7bf60718b5ac2582773dfce3383e1fcc1d0,23595.44476760941,MEGA CHAD,Yes,0,15243.81252707993,MEGA CHAD,[43735.742673273264, 44037.561574485975, 44318.45192829645, 44506.47143739923, 44644.77611097417, 14373.711143515426, 14443.9311579798, 15074.633417050438, 15233.510750026247, 15264.629005328268, 15545.426520847619, 16811.56419821695, 16580.968084676868, 16584.3554125182, 16571.30559425005, 16443.04742445858, 15304.106856591943, 15243.81252707993],['SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD']
0xbc9dd73343fb0f4a444f3b50549872c24bb4241a,17660.733929248236,MEGA CHAD,No,0,17093.31606065801,SUPER CHAD,[15336.665450173175, 15336.665450173175, 15336.665450173181, 15336.665450173175, 15336.665450173175, 15336.665450173175, 15336.665450173175, 15336.665450173175, 15336.665450173175, 15336.665450173175, 16607.663368250607, 22358.996492537808, 22843.31606065801, 22843.31606065801, 22843.31606065801, 22843.31606065801, 17093.31606065801, 17093.31606065801],['MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x851497cf9b1362858c095cdd577b506d24f57336,17449.94485389144,MEGA CHAD,No,0,21560.901566389228,SUPER CHAD,[13103.551364554303, 13391.435681034474, 13659.357693829863, 13838.696587601944, 13970.61591491431, 13712.065663206955, 13779.043711255244, 14380.627270222249, 16347.546736493536, 16380.940688895938, 16682.27309898635, 18041.004201440534, 23452.179047339767, 23456.97009564413, 23438.51238720413, 23257.103584842745, 21646.182076190213, 21560.901566389228],['MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xd5257a3909f522ce44f1aee6ecf52b5f99422581,16899.71532452793,MEGA CHAD,No,0,16899.715324527926,SUPER CHAD,[16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926, 16899.715324527926],['MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD']
0xcbc7d0ff51d37b60ba741bf566496bba53b5eea2,16831.20365102969,MEGA CHAD,No,0,16811.027169552868,SUPER CHAD,[15148.220579797331, 15481.007855255732, 15790.71919265555, 15998.030596666134, 16150.526133947727, 15851.648324670825, 15929.073320926376, 16624.489299111436, 16799.668370271913, 16833.979539510714, 17143.588512870905, 18539.639278127728, 18285.382662495103, 18289.117549869192, 18274.72874436617, 18133.310540573482, 16877.50804786524, 16811.027169552868],['MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD']
0x524b01e8cd4f566327b74bd7f1ac4d4dc6c32e51,16763.52204544325,MEGA CHAD,Yes,0,15066.873391400795,MEGA CHAD,[12919.669109843397, 13122.344660790552, 13310.966403781258, 13437.224094877163, 13530.097588892093, 13348.073728221229, 13395.227435500332, 13818.752692954873, 13925.441011229528, 13946.337348445359, 14134.896749244343, 14985.125645793603, 26933.8733914008, 26933.8733914008, 26933.8733914008, 26933.8733914008, 15066.873391400795, 15066.873391400795],['MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD']
0x9c1b3c73f0113ebffeb3c7f18429bee66232a059,16706.485861011082,MEGA CHAD,No,0,16706.485861011082,SUPER CHAD,[16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082, 16706.485861011082],['MEGA CHAD', 'SUPER CHAD', 'SUPER CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD']
0x18ba69f64d12dea251321cce95492b5a3c8a49d4,16486.764512615606,MEGA CHAD,No,0,16486.764512615606,SUPER CHAD,[16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606, 16486.764512615606],['MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'MEGA CHAD', 'SUPER CHAD']
